label,desc
538,Chancre (primary) of pinta
538,Papule (primary) of pinta
539,Intermediate lesions of pinta
539,Erythematous plaques of pinta
539,Hyperchromic lesions of pinta
539,Hyperkeratosis of pinta
539,Pintids
540,Late lesions of pinta
540,Achromic skin lesions of pinta
540,Cicatricial skin lesions of pinta
540,Dyschromic skin lesions of pinta
541,Mixed lesions of pinta
541,Achromic with hyperchromic skin lesions of pinta [carate]
542,"Pinta, unspecified"
543,Relapsing fevers
544,Louse-borne relapsing fever
544,Relapsing fever due to Borrelia recurrentis
545,Tick-borne relapsing fever
545,Relapsing fever due to any Borrelia species other than Borrelia recurrentis
546,"Relapsing fever, unspecified"
547,Other spirochetal infections
548,Necrotizing ulcerative stomatitis
548,Cancrum oris
548,Fusospirochetal gangrene
548,Noma
548,Stomatitis gangrenosa
549,Other Vincent's infections
549,Fusospirochetal pharyngitis
549,Necrotizing ulcerative (acute) gingivitis
549,Necrotizing ulcerative (acute) gingivostomatitis
549,Spirochetal stomatitis
549,Trench mouth
549,Vincent's angina
549,Vincent's gingivitis
550,Lyme disease
550,Erythema chronicum migrans due to Borrelia burgdorferi
551,"Lyme disease, unspecified"
552,Meningitis due to Lyme disease
553,Other neurologic disorders in Lyme disease
553,Cranial neuritis
553,Meningoencephalitis
553,Polyneuropathy
554,Arthritis due to Lyme disease
555,Other conditions associated with Lyme disease
555,Myopericarditis due to Lyme disease
556,Other specified spirochetal infections
557,"Spirochetal infection, unspecified"
558,Chlamydia psittaci infections
558,Ornithosis
558,Parrot fever
558,Psittacosis
559,Trachoma
560,Initial stage of trachoma
560,Trachoma dubium
561,Active stage of trachoma
561,Granular conjunctivitis (trachomatous)
561,Trachomatous follicular conjunctivitis
561,Trachomatous pannus
562,"Trachoma, unspecified"
563,Other diseases caused by chlamydiae
564,Chlamydial conjunctivitis
564,Paratrachoma
565,Other chlamydial diseases
566,Chlamydial peritonitis
567,Other chlamydial diseases
568,"Chlamydial infection, unspecified"
568,Chlamydiosis NOS
569,Typhus fever
570,Epidemic louse-borne typhus fever due to Rickettsia prowazekii
570,Classical typhus (fever)
570,Epidemic (louse-borne) typhus
571,Recrudescent typhus [Brill's disease]
571,Brill-Zinsser disease
572,Typhus fever due to Rickettsia typhi
572,Murine (flea-borne) typhus
573,Typhus fever due to Rickettsia tsutsugamushi
573,Scrub (mite-borne) typhus
573,Tsutsugamushi fever
573,Typhus fever due to Orientia Tsutsugamushi (scrub typhus)
574,"Typhus fever, unspecified"
574,Typhus (fever) NOS
575,Spotted fever [tick-borne rickettsioses]
576,Spotted fever due to Rickettsia rickettsii
576,Rocky Mountain spotted fever
576,Sao Paulo fever
577,Spotted fever due to Rickettsia conorii
577,African tick typhus
577,Boutonneuse fever
577,India tick typhus
577,Kenya tick typhus
577,Marseilles fever
577,Mediterranean tick fever
578,Spotted fever due to Rickettsia siberica
578,North Asian tick fever
578,Siberian tick typhus
579,Spotted fever due to Rickettsia australis
579,Queensland tick typhus
580,Ehrlichiosis
581,"Ehrlichiosis, unspecified"
582,Ehrlichiosis chafeensis [E. chafeensis]
583,Other ehrlichiosis
583,Ehrlichiosis due to E. ewingii
583,Ehrlichiosis due to E. muris euclairensis
584,Other spotted fevers
584,Rickettsia 364D/R. philipii (Pacific Coast tick fever)
584,Spotted fever due to Rickettsia africae (African tick bite fever)
584,Spotted fever due to Rickettsia parkeri
585,"Spotted fever, unspecified"
585,Tick-borne typhus NOS
586,Q fever
586,Infection due to Coxiella burnetii
586,Nine Mile fever
586,Quadrilateral fever
587,Other rickettsioses
588,Trench fever
588,Quintan fever
588,Wolhynian fever
589,Rickettsialpox due to Rickettsia akari
589,Kew Garden fever
589,Vesicular rickettsiosis
590,Other specified rickettsioses
591,Rickettsiosis due to Ehrlichia sennetsu
591,Rickettsiosis due to Neorickettsia sennetsu
592,Anaplasmosis [A. phagocytophilum]
592,Transfusion transmitted A. phagocytophilum
593,Other specified rickettsioses
594,"Rickettsiosis, unspecified"
594,Rickettsial infection NOS
595,Acute poliomyelitis
596,"Acute paralytic poliomyelitis, vaccine-associated"
597,"Acute paralytic poliomyelitis, wild virus, imported"
598,"Acute paralytic poliomyelitis, wild virus, indigenous"
599,"Acute paralytic poliomyelitis, other and unspecified"
600,"Acute paralytic poliomyelitis, unspecified"
601,Other acute paralytic poliomyelitis
602,Acute nonparalytic poliomyelitis
603,"Acute poliomyelitis, unspecified"
604,Atypical virus infections of central nervous system
605,Creutzfeldt-Jakob disease
606,"Creutzfeldt-Jakob disease, unspecified"
606,"Jakob-Creutzfeldt disease, unspecified"
607,Variant Creutzfeldt-Jakob disease
607,vCJD
608,Other Creutzfeldt-Jakob disease
608,CJD
608,Familial Creutzfeldt-Jakob disease
608,Iatrogenic Creutzfeldt-Jakob disease
608,Sporadic Creutzfeldt-Jakob disease
608,Subacute spongiform encephalopathy (with dementia)
609,Subacute sclerosing panencephalitis
609,Dawson's inclusion body encephalitis
609,Van Bogaert's sclerosing leukoencephalopathy
610,Progressive multifocal leukoencephalopathy
610,Multifocal leukoencephalopathy NOS
611,Other atypical virus infections of central nervous system
612,Kuru
613,Gerstmann-Sträussler-Scheinker syndrome
613,GSS syndrome
614,Fatal familial insomnia
614,FFI
615,Other atypical virus infections of central nervous system
616,"Atypical virus infection of central nervous system, unspecified"
616,Prion diseases of the central nervous system NOS
617,Rabies
618,Sylvatic rabies
619,Urban rabies
620,"Rabies, unspecified"
621,Mosquito-borne viral encephalitis
622,Japanese encephalitis
623,Western equine encephalitis
624,Eastern equine encephalitis
625,St Louis encephalitis
626,Australian encephalitis
626,Kunjin virus disease
627,California encephalitis
627,California meningoencephalitis
627,La Crosse encephalitis
628,Rocio virus disease
629,Other mosquito-borne viral encephalitis
630,"Mosquito-borne viral encephalitis, unspecified"
631,Tick-borne viral encephalitis
632,Far Eastern tick-borne encephalitis [Russian spring-summer encephalitis]
633,Central European tick-borne encephalitis
634,Other tick-borne viral encephalitis
635,Powassan virus disease
636,Other tick-borne viral encephalitis
636,Louping ill
637,"Tick-borne viral encephalitis, unspecified"
638,"Other viral encephalitis, not elsewhere classified"
639,Enteroviral encephalitis
639,Enteroviral encephalomyelitis
640,Adenoviral encephalitis
640,Adenoviral meningoencephalitis
641,"Arthropod-borne viral encephalitis, unspecified"
642,Other specified viral encephalitis
642,Encephalitis lethargica
642,Von Economo-Cruchet disease
643,Unspecified viral encephalitis
643,Viral encephalomyelitis NOS
643,Viral meningoencephalitis NOS
644,Viral meningitis
645,Enteroviral meningitis
645,Coxsackievirus meningitis
645,Echovirus meningitis
646,Adenoviral meningitis
647,Lymphocytic choriomeningitis
647,Lymphocytic meningoencephalitis
648,Other viral meningitis
649,"Viral meningitis, unspecified"
650,"Other viral infections of central nervous system, not elsewhere classified"
651,Enteroviral exanthematous fever [Boston exanthem]
652,Epidemic vertigo
653,Other specified viral infections of central nervous system
654,Unspecified viral infection of central nervous system
655,Dengue fever [classical dengue]
656,Dengue hemorrhagic fever
657,Other mosquito-borne viral fevers
658,Chikungunya virus disease
658,Chikungunya (hemorrhagic) fever
659,O'nyong-nyong fever
660,Venezuelan equine fever
660,Venezuelan equine encephalitis
660,Venezuelan equine encephalomyelitis virus disease
661,West Nile virus infection
661,West Nile fever
662,"West Nile virus infection, unspecified"
662,West Nile fever NOS
662,West Nile fever without complications
662,West Nile virus NOS
663,West Nile virus infection with encephalitis
663,West Nile encephalitis
663,West Nile encephalomyelitis
664,West Nile virus infection with other neurologic manifestation
665,West Nile virus infection with other complications
666,Rift Valley fever
667,Zika virus disease
667,Zika virus fever
667,Zika virus infection
667,Zika NOS
668,Other specified mosquito-borne viral fevers
669,"Mosquito-borne viral fever, unspecified"
670,"Other arthropod-borne viral fevers, not elsewhere classified"
671,Oropouche virus disease
671,Oropouche fever
672,Sandfly fever
672,Pappataci fever
672,Phlebotomus fever
673,Colorado tick fever
674,Other specified arthropod-borne viral fevers
674,Piry virus disease
674,Vesicular stomatitis virus disease [Indiana fever]
675,Unspecified arthropod-borne viral fever
675,Arboviral fever NOS
675,Arbovirus infection NOS
676,Yellow fever
677,Sylvatic yellow fever
677,Jungle yellow fever
678,Urban yellow fever
679,"Yellow fever, unspecified"
680,Arenaviral hemorrhagic fever
681,Junin hemorrhagic fever
681,Argentinian hemorrhagic fever
682,Machupo hemorrhagic fever
682,Bolivian hemorrhagic fever
683,Lassa fever
684,Other arenaviral hemorrhagic fevers
685,"Arenaviral hemorrhagic fever, unspecified"
686,"Other viral hemorrhagic fevers, not elsewhere classified"
687,Crimean-Congo hemorrhagic fever
687,Central Asian hemorrhagic fever
688,Omsk hemorrhagic fever
689,Kyasanur Forest disease
690,Marburg virus disease
691,Ebola virus disease
692,Hemorrhagic fever with renal syndrome
692,Epidemic hemorrhagic fever
692,Korean hemorrhagic fever
692,Russian hemorrhagic fever
692,Hantaan virus disease
692,Hantavirus disease with renal manifestations
692,Nephropathia epidemica
692,Songo fever
693,Other specified viral hemorrhagic fevers
694,Unspecified viral hemorrhagic fever
695,Herpesviral [herpes simplex] infections
696,Eczema herpeticum
696,Kaposi's varicelliform eruption
697,Herpesviral vesicular dermatitis
697,Herpes simplex facialis
697,Herpes simplex labialis
697,Herpes simplex otitis externa
697,Vesicular dermatitis of ear
697,Vesicular dermatitis of lip
698,Herpesviral gingivostomatitis and pharyngotonsillitis
698,Herpesviral pharyngitis
699,Herpesviral meningitis
700,Herpesviral encephalitis
700,Herpesviral meningoencephalitis
700,Simian B disease
701,Herpesviral ocular disease
702,"Herpesviral ocular disease, unspecified"
703,Herpesviral iridocyclitis
703,Herpesviral iritis
703,"Herpesviral uveitis, anterior"
704,Herpesviral keratitis
704,Herpesviral keratoconjunctivitis
705,Herpesviral conjunctivitis
706,Other herpesviral disease of eye
706,Herpesviral dermatitis of eyelid
707,Disseminated herpesviral disease
707,Herpesviral sepsis
708,Other forms of herpesviral infections
709,Herpesviral hepatitis
710,Herpes simplex myelitis
711,Other herpesviral infection
711,Herpesviral whitlow
712,"Herpesviral infection, unspecified"
712,Herpes simplex infection NOS
713,Varicella [chickenpox]
714,Varicella meningitis
715,"Varicella encephalitis, myelitis and encephalomyelitis"
715,"Postchickenpox encephalitis, myelitis and encephalomyelitis"
716,Varicella encephalitis and encephalomyelitis
716,Postchickenpox encephalitis and encephalomyelitis
717,Varicella myelitis
717,Postchickenpox myelitis
718,Varicella pneumonia
719,Varicella with other complications
720,Varicella keratitis
721,Other varicella complications
722,Varicella without complication
722,Varicella NOS
723,Zoster [herpes zoster]
724,Zoster encephalitis
724,Zoster meningoencephalitis
725,Zoster meningitis
726,Zoster with other nervous system involvement
727,Postherpetic geniculate ganglionitis
728,Postherpetic trigeminal neuralgia
729,Postherpetic polyneuropathy
730,Postherpetic myelitis
730,Herpes zoster myelitis
731,Other postherpetic nervous system involvement
731,Postherpetic radiculopathy
732,Zoster ocular disease
733,"Zoster ocular disease, unspecified"
734,Zoster conjunctivitis
735,Zoster iridocyclitis
736,Zoster keratitis
736,Herpes zoster keratoconjunctivitis
737,Zoster scleritis
738,Other herpes zoster eye disease
738,Zoster blepharitis
739,Disseminated zoster
740,Zoster with other complications
740,Herpes zoster otitis externa
741,Zoster without complications
741,Zoster NOS
742,Smallpox
743,Monkeypox
744,Measles
745,Measles complicated by encephalitis
745,Postmeasles encephalitis
746,Measles complicated by meningitis
746,Postmeasles meningitis
747,Measles complicated by pneumonia
747,Postmeasles pneumonia
748,Measles complicated by otitis media
748,Postmeasles otitis media
749,Measles with intestinal complications
750,Measles with other complications
751,Measles keratitis and keratoconjunctivitis
752,Other measles complications
753,Measles without complication
753,Measles NOS
754,Rubella [German measles]
755,Rubella with neurological complications
756,"Rubella with neurological complication, unspecified"
757,Rubella encephalitis
757,Rubella meningoencephalitis
758,Rubella meningitis
759,Other neurological complications of rubella
760,Rubella with other complications
761,Rubella pneumonia
762,Rubella arthritis
763,Other rubella complications
764,Rubella without complication
764,Rubella NOS
765,Viral warts
766,Plantar wart
766,Verruca plantaris
767,Other viral warts
767,Common wart
767,Flat wart
767,Verruca plana
768,"Viral wart, unspecified"
769,"Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified"
770,Other orthopoxvirus infections
771,Cowpox and vaccinia not from vaccine
772,Cowpox
773,Vaccinia not from vaccine
774,Orf virus disease
774,Contagious pustular dermatitis
774,Ecthyma contagiosum
775,Pseudocowpox [milker's node]
776,"Paravaccinia, unspecified"
777,Other orthopoxvirus infections
777,Orthopoxvirus infection NOS
778,Molluscum contagiosum
779,Exanthema subitum [sixth disease]
779,Roseola infantum
780,"Exanthema subitum [sixth disease], unspecified"
780,"Roseola infantum, unspecified"
781,Exanthema subitum [sixth disease] due to human herpesvirus 6
781,Roseola infantum due to human herpesvirus 6
782,Exanthema subitum [sixth disease] due to human herpesvirus 7
782,Roseola infantum due to human herpesvirus 7
783,Erythema infectiosum [fifth disease]
784,Enteroviral vesicular stomatitis with exanthem
784,"Hand, foot and mouth disease"
785,Enteroviral vesicular pharyngitis
785,Herpangina
786,Parapoxvirus infections
787,"Parapoxvirus infection, unspecified"
788,Bovine stomatitis
789,Sealpox
790,Other parapoxvirus infections
791,Yatapoxvirus infections
792,"Yatapoxvirus infection, unspecified"
793,Tanapox virus disease
794,Yaba pox virus disease
794,Yaba monkey tumor disease
795,Other yatapoxvirus infections
796,Other specified viral infections characterized by skin and mucous membrane lesions
796,Enteroviral lymphonodular pharyngitis
796,Foot-and-mouth disease
796,Poxvirus NEC
797,Unspecified viral infection characterized by skin and mucous membrane lesions
797,Viral enanthema NOS
797,Viral exanthema NOS
798,Acute hepatitis A
799,Hepatitis A with hepatic coma
